case_id,round,company,subject_table,subject_id,metric_key,flag_code,severity,status,value_raw,value_normalized,alternative_value,source_page,source_box_label,evidence,resolution_note
s2_outline_201,4次,ハムリー株式会社,cases,s2_outline_201,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s2_outline_201_sales_01:applicant; s2_outline_201_sales_02:applicant,代表系列=s2_outline_201_sales_01
s2_outline_202,4次,東海デキストリン株式会社,cases,s2_outline_202,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_202,4次,東海デキストリン株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,833→5,838千円、+6.5%",
s2_outline_202,4次,東海デキストリン株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,11→23人,
s2_outline_202,4次,東海デキストリン株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"11,134→48,228千円、+63.0%",
s2_outline_204,4次,新日本電工株式会社,cases,s2_outline_204,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_205,3次,八戸酒造株式会社,sales_series,s2_outline_205_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,14.28,,increase_rate / target_base_ratio / cagr,1,,2030年度売上16.4億円、増加7.1億円、売上高成長率14.28%（基準9.3億円は差引）,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_206,4次,能勢酒造株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"3,873→4,687千円、+6.6%",
s2_outline_206,4次,能勢酒造株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,31→54人,
s2_outline_206,4次,能勢酒造株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"9,529→19,550千円、+27.1%",
s2_outline_207,4次,ロートニッテン株式会社,sales_series,s2_outline_207_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,10.2,,increase_rate / target_base_ratio / cagr,1,,2031年3月期までに売上高成長率10.2%、増加額98億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_207,4次,ロートニッテン株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"6,130→7,342千円、+6.2%",
s2_outline_207,4次,ロートニッテン株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,280→300人,
s2_outline_207,4次,ロートニッテン株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"8,985→17,343千円、+24.5%",
s2_outline_207,4次,ロートニッテン株式会社,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"11,143→12,899千円、+5.0%",
s2_outline_208,4次,NICHIRO株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,581→5,611千円、+7.0%",
s2_outline_208,4次,NICHIRO株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,91→118人,
s2_outline_208,4次,NICHIRO株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"9,331→23,183千円、+35.4%",
s2_outline_209,3次,株式会社ファーストダウン,cases,s2_outline_209,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_21,3次,健栄製薬株式会社,sales_series,s2_outline_21_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7.8,,increase_rate / target_base_ratio / cagr,1,,2030年度までの売上高成長率7.8%、売上高増加額186億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_21,3次,健栄製薬株式会社,cases,s2_outline_21,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_210,4次,南島酒販株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,402→5,318千円、+6.5%",
s2_outline_210,4次,南島酒販株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,114→128人,
s2_outline_210,4次,南島酒販株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,733→8,839千円、+23.1%",
s2_outline_211,4次,アサヒプリテック株式会社,cases,s2_outline_211,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,5,,,,茨城県坂東工場; 兵庫県テクノセンター; 兵庫県尼崎工場; 長野工場; 福岡工場,代表事業費は同一申請内の合計値を使用
s2_outline_212,3次,キングパーツ株式会社,cases,s2_outline_212,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s2_outline_212_sales_01:applicant; s2_outline_212_sales_02:applicant,代表系列=s2_outline_212_sales_01
s2_outline_213,4次,ファインプラス株式会社,sales_series,s2_outline_213_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,7.8,,increase_rate / target_base_ratio / cagr,1,,"2031年3月期までに売上高増加額5,226百万円、売上高成長率7.8%",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_215,3次,昭和化工株式会社,cases,s2_outline_215,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,2,,,,新クロライド工場増設; 無機錫工場改築,代表事業費は同一申請内の合計値を使用
s2_outline_215,3次,昭和化工株式会社,cases,s2_outline_215,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[2500.0, 3000.0, 11200.0]",総投資額・補助対象経費・内訳の概念差を確認
s2_outline_216,3次,中本Fine Pack株式会社,sales_series,s2_outline_216_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,17.01,,increase_rate / target_base_ratio / cagr,1,,2030年12月期までに売上高成長率17.01%、増加額33.45億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_216,3次,中本Fine Pack株式会社,cases,s2_outline_216,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_217,4次,院庄林業株式会社,cases,s2_outline_217,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_217,4次,院庄林業株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"5,054→6,054千円、+6.2%",
s2_outline_217,4次,院庄林業株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,287→297人,
s2_outline_217,4次,院庄林業株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"9,759→18,400千円、+23.5%",
s2_outline_217,4次,院庄林業株式会社,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"31,024→37,160千円、+6.2%",
s2_outline_218,4次,株式会社エム・ケー・ケー,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,"4,000→4,914千円、+7.1%",
s2_outline_218,4次,株式会社エム・ケー・ケー,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,20→46人,
s2_outline_218,4次,株式会社エム・ケー・ケー,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,"12,537→17,774千円、+12.3%",
s2_outline_218,4次,株式会社エム・ケー・ケー,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,3,,"6,000→7,187千円、+6.2%",
s2_outline_219,4次,株式会社ナリコマフード,sales_series,s2_outline_219_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,11.9,,increase_rate / target_base_ratio / cagr,1,,"2031年までに売上高増加額40,088百万円、売上高成長率11.9%",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_219,4次,株式会社ナリコマフード,cases,s2_outline_219,,COST_TEXT_NUMERIC_ROUNDING_DIFFERENCE,warning,resolved_with_tolerance,,15078.0,project_cost=15078.0; subsidy=3737.0; project_cost=15116.0,2,,"事業費15,078百万円、補助額3,737百万円。記載明細合計15,116百万円。",差は代表値の1%または50百万円以内。丸め・精度差として保持
s2_outline_219,4次,株式会社ナリコマフード,cases,s2_outline_219,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[15078.0, 15116.0]",総投資額・補助対象経費・内訳の概念差を確認
s2_outline_219,4次,株式会社ナリコマフード,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"5,640→6,813千円、+6.5%",
s2_outline_219,4次,株式会社ナリコマフード,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,60→178人,
s2_outline_219,4次,株式会社ナリコマフード,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"7,720→12,314千円、+16.8%",
s2_outline_219,4次,株式会社ナリコマフード,metrics,officer_pay,officer_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,役員給与0→0、年平均上昇率+0%,
s2_outline_22,3次,味覚糖株式会社,cases,s2_outline_22,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s2_outline_22,3次,味覚糖株式会社,cases,s2_outline_22,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_22,3次,味覚糖株式会社,cases,s2_outline_22,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s2_outline_22_sales_01:applicant; s2_outline_22_sales_02:group,代表系列=s2_outline_22_sales_01
s2_outline_22,3次,味覚糖株式会社,sales_series,s2_outline_22_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近期 -> 2030年, -> 2030,,1,,味覚糖株式会社は直近期314.2億円から2030年620億円、197.3%、増加額305.8億円,
s2_outline_220,4次,富田薬品株式会社,sales_series,s2_outline_220_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,5.9,,increase_rate / target_base_ratio / cagr,1,,24～30年度：売上高増加額621億円、売上高成長率5.9%。24/30を西暦へ強制変換せず原文保持,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_220,4次,富田薬品株式会社,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"4,009→4,842千円、+6.5%",
s2_outline_220,4次,富田薬品株式会社,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"1,269→1,269人",
s2_outline_220,4次,富田薬品株式会社,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,2,,"6,833→9,005千円、+9.6%",
s2_outline_221,4次,株式会社ニシムタ,sales_series,s2_outline_221_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 事業化報告3年目, -> ,,1,,"基準年度863.3億円→事業化報告3年目1,010.0億円、増加14,670百万円、CAGR5.3%。",
s2_outline_222,4次,株式会社 日本橋冷凍手島商店,cases,s2_outline_222,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_223,4次,三ッ和商事株式会社,sales_series,s2_outline_223_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,17.9,,increase_rate / target_base_ratio / cagr,1,,"～2030年度、売上目標6,526百万円（最新決算期2,427百万円）、増加4,099百万円、成長率17.9%。",記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_223,4次,三ッ和商事株式会社,cases,s2_outline_223,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_223,4次,三ッ和商事株式会社,sales_series,s2_outline_223_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,最新決算期 -> 2030年度, -> 2030,,1,,"～2030年度、売上目標6,526百万円（最新決算期2,427百万円）、増加4,099百万円、成長率17.9%。",
s2_outline_228,4次,株式会社ベネフル,sales_series,s2_outline_228_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,18.3,,increase_rate / target_base_ratio / cagr,1,,2031年5月期売上50億円（現店舗20億円、新店舗10億円×3店）、2024年5月業績比の売上高成長率18.3%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_232,3次,株式会社モリシタ,cases,s2_outline_232,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s2_outline_232,3次,株式会社モリシタ,cases,s2_outline_232,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,株式会社ホワイトフォックス,
s2_outline_232,3次,株式会社モリシタ,cases,s2_outline_232,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s2_outline_234,3次,日本エア・リキード合同会社,cases,s2_outline_234,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_24,3次,高知食糧株式会社,sales_series,s2_outline_24_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,8.9,,increase_rate / target_base_ratio / cagr,1,,2035年売上高200億円、売上高成長率8.9%、売上高増加額126億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_24,3次,高知食糧株式会社,sales_series,s2_outline_24_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近期 -> 2035年, -> 2035,,1,,2035年売上高200億円、売上高成長率8.9%、売上高増加額126億円,
s2_outline_26,3次,株式会社ティーケーシン,sales_series,s2_outline_26_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,16.3,,increase_rate / target_base_ratio / cagr,1,,2025年4月度から2030年4月度、売上112億円、成長率16.3%、増加額50.6億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_27,3次,株式会社ライト製作所,cases,s2_outline_27,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s2_outline_27,3次,株式会社ライト製作所,cases,s2_outline_27,,MULTIPLE_SALES_SERIES,warning,resolved,,3,,,,s2_outline_27_sales_01:applicant; s2_outline_27_sales_02:applicant; s2_outline_27_sales_03:project,代表系列=s2_outline_27_sales_01
s2_outline_3,3次,さくら不動産株式会社,cases,s2_outline_3,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s2_outline_3,3次,さくら不動産株式会社,cases,s2_outline_3,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,The Hakuba Company株式会社,
s2_outline_3,3次,さくら不動産株式会社,cases,s2_outline_3,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s2_outline_31,3次,アトム株式会社,cases,s2_outline_31,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_31,3次,アトム株式会社,sales_series,s2_outline_31_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近期 -> 2030年9月期, -> 2030,,1,,2030年9月期売上320億円、CAGR14.5%、売上高増加額179億円,
s2_outline_33,3次,株式会社浪速ポンプ製作所,sales_series,s2_outline_33_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,20,,increase_rate / target_base_ratio / cagr,1,,2030年までに売上高成長率20%、売上高増加額84億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_35,3次,株式会社北海道ちぬやファーム,cases,s2_outline_35,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s2_outline_35,3次,株式会社北海道ちぬやファーム,cases,s2_outline_35,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,ちぬや冷食株式会社,
s2_outline_35,3次,株式会社北海道ちぬやファーム,cases,s2_outline_35,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s2_outline_37,3次,ノーラエンジニアリング株式会社,sales_series,s2_outline_37_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,13.6,,increase_rate / target_base_ratio / cagr,1,,コンソーシアムで2030年7月期売上100億円、売上高成長率13.6%、増加額53億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_37,3次,ノーラエンジニアリング株式会社,cases,s2_outline_37,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s2_outline_37,3次,ノーラエンジニアリング株式会社,cases,s2_outline_37,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,東北ノーラ株式会社,
s2_outline_37,3次,ノーラエンジニアリング株式会社,cases,s2_outline_37,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s2_outline_37,3次,ノーラエンジニアリング株式会社,sales_series,s2_outline_37_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近期 -> 2030年7月期, -> 2030,,1,,コンソーシアムで2030年7月期売上100億円、売上高成長率13.6%、増加額53億円,
s2_outline_39,3次,名古屋東部陸運株式会社,sales_series,s2_outline_39_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,14.8,,increase_rate / target_base_ratio / cagr,1,,会社全体の売上成長目標（2027年～2031年）：売上高成長率14.8%、増加額190億円（2031年売上高453億円）,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_41,3次,藤本化学製品株式会社,sales_series,s2_outline_41_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,169,,increase_rate / target_base_ratio / cagr,1,,2035年度に直近決算期比で売上高増加率+169%、売上高増加額314億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_43,3次,近江鍛工株式会社,cases,s2_outline_43,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,3,,,,本社工場・工場倉庫新築; 本社工場・旋盤切断機等; 信楽・長崎工場・旋盤切断機等,代表事業費は同一申請内の合計値を使用
s2_outline_44,3次,株式会社アヤボ,sales_series,s2_outline_44_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,2,,increase_rate / target_base_ratio / cagr,1,,会社全体の売上成長目標（2025年度～2030年度）：売上高成長率2.0%、売上高増加額1.6億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_46,3次,カンケンテクノ株式会社,cases,s2_outline_46,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s2_outline_46,3次,カンケンテクノ株式会社,cases,s2_outline_46,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s2_outline_46,3次,カンケンテクノ株式会社,cases,s2_outline_46,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_48,3次,株式会社サンワ,sales_series,s2_outline_48_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,12.2,,increase_rate / target_base_ratio / cagr,1,,会社全体の売上成長目標（～31年9月期）：売上高成長率12.2%、売上高増加額46億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_49,3次,白鷺特殊鋼株式会社,sales_series,s2_outline_49_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,192,,increase_rate / target_base_ratio / cagr,1,,白鷺特殊鋼(株)兵庫の売上成長目標：売上高成長率192%、売上高増加額70億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_49,3次,白鷺特殊鋼株式会社,sales_series,s2_outline_49_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,166,,increase_rate / target_base_ratio / cagr,1,,ハクロスチール(株)：売上高成長率166%、売上高増加額10.3億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_49,3次,白鷺特殊鋼株式会社,sales_series,s2_outline_49_sales_03,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,187,,increase_rate / target_base_ratio / cagr,1,,2社合計：売上高成長率187%、売上高増加額81億円,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_49,3次,白鷺特殊鋼株式会社,cases,s2_outline_49,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,ハクロスチール株式会社,
s2_outline_49,3次,白鷺特殊鋼株式会社,cases,s2_outline_49,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"affiliate, applicant, group",
s2_outline_49,3次,白鷺特殊鋼株式会社,cases,s2_outline_49,,MULTIPLE_SALES_SERIES,warning,resolved,,3,,,,s2_outline_49_sales_01:applicant; s2_outline_49_sales_02:affiliate; s2_outline_49_sales_03:group,代表系列=s2_outline_49_sales_01
s2_outline_5,3次,奥長良川名水株式会社,cases,s2_outline_5,,COST_TEXT_NUMERIC_MISMATCH,critical,unresolved,,1214.665,project_cost=1300.0; subsidy=300.0,2,,事業費13億円（補助額3.0億円）、建物634.635百万円、機械580.030百万円,本文・Box候補と代表値を併存。分析前にcost_amount_candidates.csvで確認
s2_outline_5,3次,奥長良川名水株式会社,cases,s2_outline_5,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s2_outline_5,3次,奥長良川名水株式会社,cases,s2_outline_5,,MULTIPLE_SALES_SERIES,warning,resolved,,3,,,,s2_outline_5_sales_01:applicant; s2_outline_5_sales_02:project; s2_outline_5_sales_03:project,代表系列=s2_outline_5_sales_01
s2_outline_51,3次,有楽製菓株式会社,sales_series,s2_outline_51_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,16,,increase_rate / target_base_ratio / cagr,2,,本文は2030年7月期売上高340億円。成長目標Boxは売上高成長率16%、売上高増加額155億円。会社概要は2024年7月期165億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s2_outline_51,3次,有楽製菓株式会社,cases,s2_outline_51,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s2_outline_51_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s2_outline_51,3次,有楽製菓株式会社,sales_series,s2_outline_51_sales_01,sales,SALES_ARITHMETIC_MISMATCH,critical,unresolved,16,16,,2,,本文は2030年7月期売上高340億円。成長目標Boxは売上高成長率16%、売上高増加額155億円。会社概要は2024年7月期165億円。,
s2_outline_51,3次,有楽製菓株式会社,cases,s2_outline_51,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s2_outline_52,3次,株式会社GYXUS,cases,s2_outline_52,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"affiliate, applicant, group",
s2_outline_52,3次,株式会社GYXUS,cases,s2_outline_52,,MULTIPLE_SALES_SERIES,warning,resolved,,7,,,,s2_outline_52_sales_01:applicant; s2_outline_52_sales_02:affiliate; s2_outline_52_sales_03:affiliate; s2_outline_52_sales_04:affiliate; s2_outline_52_sales_05:affiliate; s2_outline_52_sales_06:affiliate; s2_outline_52_sales_07:group,代表系列=s2_outline_52_sales_01
s2_outline_52,3次,株式会社GYXUS,metrics,employee_pay,employee_pay,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 基準年度+3年後, -> ,,2,,"申請者の従業員給与4,905→6,012千円（+7.0%）",
s2_outline_52,3次,株式会社GYXUS,metrics,employees,employees,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 基準年度+3年後, -> ,,2,,申請者GYXUS従業員数14→38（年平均増加率39.5%）,
s2_outline_52,3次,株式会社GYXUS,metrics,labor,labor,PERIOD_AMBIGUOUS,warning,unresolved,基準年度 -> 基準年度+3年後, -> ,,2,,"申請者GYXUSの労働生産性16,438→47,918千円（+42.9%）",
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,"単位百万円：GYXUS 43→4,677、増加4,634、成長率376.3%",
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_02,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,KOSEI GYXUS 0→337百万円、増加337百万円、成長率―,
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_03,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,"光州産業8,097→9,732百万円、増加1,636百万円、6.3%",
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_04,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,GYXUS関東0→275百万円、増加275百万円、成長率―,
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_05,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,グラデュオ151→595百万円、増加445百万円、58.1%,
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_06,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,"沖潮開発2,051→2,733百万円、増加682百万円、10.0%",
s2_outline_52,3次,株式会社GYXUS,sales_series,s2_outline_52_sales_07,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算期 -> 基準年度+3年後, -> ,,1,,"合計10,342→18,349百万円、増加8,007百万円、21.1%",
s2_outline_58,3次,巴工業株式会社,cases,s2_outline_58,,CONSORTIUM_APPLICATION,info,resolved,,1,,,,巴マシナリー株式会社,
s2_outline_58,3次,巴工業株式会社,cases,s2_outline_58,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group, project, subsidiary",
s2_outline_58,3次,巴工業株式会社,cases,s2_outline_58,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
