case_id,round,company,component_id,component_index,component_label,component_type,classification_confidence,entity_name,entity_relation,amount_value_raw,amount_unit_raw,project_cost_million_yen_normalized,subsidy_million_yen_normalized,included_in_representative_total,source_page,raw_evidence,source_json,pdf_url
s2_outline_128,3次,株式会社タカラ倉庫運輸サービス,s2_outline_128_investment_2,2,付随設備,cost_category,medium,,,325,百万円,325.0,,false,2,,"{""label"":""付随設備"",""amount_million_yen"":325}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_128.pdf
s2_outline_13,3次,フジセイコー株式会社,s2_outline_13_investment_1,1,第二工場建物,cost_category,medium,,,664.22,百万円,664.22,,false,2,,"{""label"":""第二工場建物"",""amount_million_yen"":664.22}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_13.pdf
s2_outline_13,3次,フジセイコー株式会社,s2_outline_13_investment_2,2,排水処理設備,cost_category,medium,,,175.75,百万円,175.75,,false,2,,"{""label"":""排水処理設備"",""amount_million_yen"":175.75}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_13.pdf
s2_outline_13,3次,フジセイコー株式会社,s2_outline_13_investment_3,3,機械装置,cost_category,medium,,,357.944,百万円,357.944,,false,2,,"{""label"":""機械装置"",""amount_million_yen"":357.944}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_13.pdf
s2_outline_130,4次,株式会社ピカソナチュラルズ,s2_outline_130_investment_1,1,工場建設,project_or_location,medium,,,4100,百万円,4100.0,,false,2,,"{""label"":""工場建設"",""amount_million_yen"":4100}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_130.pdf
s2_outline_130,4次,株式会社ピカソナチュラルズ,s2_outline_130_investment_2,2,機械設備,cost_category,medium,,,2300,百万円,2300.0,,false,2,,"{""label"":""機械設備"",""amount_million_yen"":2300}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_130.pdf
s2_outline_131,4次,株式会社中村畜産,s2_outline_131_investment_1,1,食肉倉庫兼工場,project_or_location,medium,,,2680,百万円,2680.0,,false,2,,"{""label"":""食肉倉庫兼工場"",""amount_million_yen"":2680}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_131.pdf
s2_outline_131,4次,株式会社中村畜産,s2_outline_131_investment_2,2,自動化設備・システム,cost_category,medium,,,320,百万円,320.0,,false,2,,"{""label"":""自動化設備・システム"",""amount_million_yen"":320}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_131.pdf
s2_outline_135,4次,株式会社リバイト,s2_outline_135_investment_1,1,建物費,cost_category,medium,,,3300,百万円,3300.0,,false,2,,"{""label"":""建物費"",""amount_million_yen"":3300}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_135.pdf
s2_outline_135,4次,株式会社リバイト,s2_outline_135_investment_2,2,建物付属設備,cost_category,medium,,,900,百万円,900.0,,false,2,,"{""label"":""建物付属設備"",""amount_million_yen"":900}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_135.pdf
s2_outline_135,4次,株式会社リバイト,s2_outline_135_investment_3,3,器具備品（対象外）,unspecified,low,,,200,百万円,200.0,,false,2,,"{""label"":""器具備品（対象外）"",""amount_million_yen"":200}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_135.pdf
s2_outline_135,4次,株式会社リバイト,s2_outline_135_investment_4,4,構築物（対象外）,unspecified,low,,,100,百万円,100.0,,false,2,,"{""label"":""構築物（対象外）"",""amount_million_yen"":100}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_135.pdf
s2_outline_138,4次,株式会社ジーケーエス,s2_outline_138_investment_1,1,建物建設費,cost_category,medium,,,2730,百万円,2730.0,,false,3,,"{""label"":""建物建設費"",""amount_million_yen"":2730}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_138.pdf
s2_outline_138,4次,株式会社ジーケーエス,s2_outline_138_investment_2,2,自動ラック・自動倉庫,unspecified,low,,,100,百万円,100.0,,false,3,,"{""label"":""自動ラック・自動倉庫"",""amount_million_yen"":100}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_138.pdf
s2_outline_138,4次,株式会社ジーケーエス,s2_outline_138_investment_3,3,ソーティングロボット,unspecified,low,,,5,百万円,5.0,,false,3,,"{""label"":""ソーティングロボット"",""amount_million_yen"":5}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_138.pdf
s2_outline_141,4次,古川電気工業株式会社,s2_outline_141_investment_1,1,古川電気工業配分,unspecified,low,,,2131,百万円,2131.0,596.0,false,2,,"{""label"":""古川電気工業配分"",""amount_million_yen"":2131,""subsidy_million_yen"":596,""page"":2}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_141.pdf
s2_outline_141,4次,古川電気工業株式会社,s2_outline_141_investment_2,2,古川工業配分,unspecified,low,,,14,百万円,14.0,4.3,false,3,,"{""label"":""古川工業配分"",""amount_million_yen"":14,""subsidy_million_yen"":4.3,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_141.pdf
s2_outline_141,4次,古川電気工業株式会社,s2_outline_141_investment_3,3,最新鋭設備（古川電気工業内訳）,cost_category,medium,,,787,百万円,787.0,,false,2,,"{""label"":""最新鋭設備（古川電気工業内訳）"",""amount_million_yen"":787,""page"":2}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_141.pdf
s2_outline_141,4次,古川電気工業株式会社,s2_outline_141_investment_4,4,工場拡張（古川電気工業内訳）,project_or_location,medium,,,1000,百万円,1000.0,,false,2,,"{""label"":""工場拡張（古川電気工業内訳）"",""amount_million_yen"":1000,""page"":2}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_141.pdf
s2_outline_143,4次,株式会社ライズクリエイション,s2_outline_143_investment_1,1,計画投資額（本文）,unspecified,low,,,2578,百万円,2578.0,,false,2,,"{""label"":""計画投資額（本文）"",""amount_million_yen"":2578}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_143.pdf
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,s2_outline_146_investment_1,1,工場,project_or_location,medium,,,3000,百万円,3000.0,,false,2,,"{""label"":""工場"",""amount_million_yen"":3000}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_146.pdf
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,s2_outline_146_investment_2,2,酸化膜設備,cost_category,medium,,,660,百万円,660.0,,false,2,,"{""label"":""酸化膜設備"",""amount_million_yen"":660}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_146.pdf
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,s2_outline_146_investment_3,3,SOI設備,cost_category,medium,,,720,百万円,720.0,,false,2,,"{""label"":""SOI設備"",""amount_million_yen"":720}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_146.pdf
s2_outline_147,4次,株式会社　進和,s2_outline_147_investment_1,1,総投資額,unspecified,low,,,5478,百万円,5478.0,,false,2,,"{""label"":""総投資額"",""amount_million_yen"":5478}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_147.pdf
s2_outline_147,4次,株式会社　進和,s2_outline_147_investment_2,2,建物（対象内訳）,cost_category,medium,,,2885,百万円,2885.0,,false,2,,"{""label"":""建物（対象内訳）"",""amount_million_yen"":2885}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_147.pdf
s2_outline_147,4次,株式会社　進和,s2_outline_147_investment_3,3,機械（対象内訳）,cost_category,medium,,,60,百万円,60.0,,false,2,,"{""label"":""機械（対象内訳）"",""amount_million_yen"":60}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_147.pdf
s2_outline_147,4次,株式会社　進和,s2_outline_147_investment_4,4,ソフトウェア（対象内訳）,cost_category,medium,,,40,百万円,40.0,,false,2,,"{""label"":""ソフトウェア（対象内訳）"",""amount_million_yen"":40}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_147.pdf
s2_outline_15,3次,賀谷セロファン株式会社,s2_outline_15_investment_1,1,建物,cost_category,medium,,,1800,百万円,1800.0,,false,2,,"{""label"":""建物"",""amount_million_yen"":1800}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_15.pdf
s2_outline_15,3次,賀谷セロファン株式会社,s2_outline_15_investment_2,2,機械,cost_category,medium,,,1000,百万円,1000.0,,false,2,,"{""label"":""機械"",""amount_million_yen"":1000}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_15.pdf
s2_outline_15,3次,賀谷セロファン株式会社,s2_outline_15_investment_3,3,システム,cost_category,medium,,,200,百万円,200.0,,false,2,,"{""label"":""システム"",""amount_million_yen"":200}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_15.pdf
s2_outline_151,3次,株式会社清水インダストリ－,s2_outline_151_investment_1,1,建物,cost_category,medium,,,790,百万円,790.0,,false,2,,"{""label"":""建物"",""amount_million_yen"":790}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_151.pdf
s2_outline_151,3次,株式会社清水インダストリ－,s2_outline_151_investment_2,2,機械,cost_category,medium,,,712,百万円,712.0,,false,2,,"{""label"":""機械"",""amount_million_yen"":712}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_151.pdf
s2_outline_153,4次,コモライフ株式会社,s2_outline_153_investment_1,1,建物（本文）,cost_category,medium,,,3500,百万円,3500.0,,false,2,,"{""label"":""建物（本文）"",""amount_million_yen"":3500}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_153.pdf
s2_outline_153,4次,コモライフ株式会社,s2_outline_153_investment_2,2,設備（本文）,cost_category,medium,,,1000,百万円,1000.0,,false,2,,"{""label"":""設備（本文）"",""amount_million_yen"":1000}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_153.pdf
s2_outline_155,4次,信和化工株式会社,s2_outline_155_investment_1,1,工場建物,cost_category,medium,,,1288,百万円,1288.0,,false,2,,"{""label"":""工場建物"",""amount_million_yen"":1288}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_155.pdf
s2_outline_155,4次,信和化工株式会社,s2_outline_155_investment_2,2,原料製造機械,cost_category,medium,,,91,百万円,91.0,,false,2,,"{""label"":""原料製造機械"",""amount_million_yen"":91}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_155.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_1,1,工場建設,project_or_location,medium,,,1950,百万円,1950.0,,true,2,,"{""label"":""工場建設"",""amount_million_yen"":1950}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_2,2,割卵機等,unspecified,low,,,218,百万円,218.0,,true,2,,"{""label"":""割卵機等"",""amount_million_yen"":218}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_3,3,CIPフィルター,unspecified,low,,,20,百万円,20.0,,true,2,,"{""label"":""CIPフィルター"",""amount_million_yen"":20}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_4,4,殺菌機,unspecified,low,,,130,百万円,130.0,,true,2,,"{""label"":""殺菌機"",""amount_million_yen"":130}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_5,5,自動ピロー充填機,unspecified,low,,,45,百万円,45.0,,true,2,,"{""label"":""自動ピロー充填機"",""amount_million_yen"":45}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_6,6,自動ラック等,unspecified,low,,,117,百万円,117.0,,true,2,,"{""label"":""自動ラック等"",""amount_million_yen"":117}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_7,7,容器洗浄機,unspecified,low,,,30,百万円,30.0,,true,2,,"{""label"":""容器洗浄機"",""amount_million_yen"":30}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_8,8,液卵製造CIP,unspecified,low,,,350,百万円,350.0,,true,2,,"{""label"":""液卵製造CIP"",""amount_million_yen"":350}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_9,9,冷水・ボイラー等,unspecified,low,,,62,百万円,62.0,,true,2,,"{""label"":""冷水・ボイラー等"",""amount_million_yen"":62}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_investment_10,10,構築物,unspecified,low,,,120,百万円,120.0,,true,2,,"{""label"":""構築物"",""amount_million_yen"":120}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_162,4次,三恵株式会社,s2_outline_162_investment_1,1,新工場,project_or_location,medium,,,2380,百万円,2380.0,,false,2,,"{""label"":""新工場"",""amount_million_yen"":2380}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_162.pdf
s2_outline_162,4次,三恵株式会社,s2_outline_162_investment_2,2,生産設備,cost_category,medium,,,2300,百万円,2300.0,,false,2,,"{""label"":""生産設備"",""amount_million_yen"":2300}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_162.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_1,1,オークマ製複合加工機,unspecified,low,,,200.526068,百万円,200.526068,,false,3,,"{""label"":""オークマ製複合加工機"",""amount_million_yen"":200.526068,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_2,2,トウネツ製電気炉,unspecified,low,,,42.82,百万円,42.82,,false,3,,"{""label"":""トウネツ製電気炉"",""amount_million_yen"":42.82,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_3,3,ニデック製横中ぐり盤,unspecified,low,,,148,百万円,148.0,,false,3,,"{""label"":""ニデック製横中ぐり盤"",""amount_million_yen"":148,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_4,4,大和重工製定盤,unspecified,low,,,20.42,百万円,20.42,,false,3,,"{""label"":""大和重工製定盤"",""amount_million_yen"":20.42,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_5,5,日本ホイスト製5tクレーン,unspecified,low,,,13.67,百万円,13.67,,false,3,,"{""label"":""日本ホイスト製5tクレーン"",""amount_million_yen"":13.67,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_6,6,中原電気製キュービクル,unspecified,low,,,49.9,百万円,49.9,,false,3,,"{""label"":""中原電気製キュービクル"",""amount_million_yen"":49.9,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_7,7,屋根改修工事,cost_category,medium,,,56.5,百万円,56.5,,false,3,,"{""label"":""屋根改修工事"",""amount_million_yen"":56.5,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_8,8,倉庫兼整備工場建設,cost_category,medium,,,889.012532,百万円,889.012532,,false,3,,"{""label"":""倉庫兼整備工場建設"",""amount_million_yen"":889.012532,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_9,9,トヨタ製フォークリフト,unspecified,low,,,4.6394,百万円,4.6394,,false,3,,"{""label"":""トヨタ製フォークリフト"",""amount_million_yen"":4.6394,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_10,10,ニチユ製ラクサー,unspecified,low,,,0.25,百万円,0.25,,false,3,,"{""label"":""ニチユ製ラクサー"",""amount_million_yen"":0.25,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_11,11,テストスタンド,unspecified,low,,,50,百万円,50.0,,false,3,,"{""label"":""テストスタンド"",""amount_million_yen"":50,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_12,12,ニッチュー製ショットブラストマシン,unspecified,low,,,15.152,百万円,15.152,,false,3,,"{""label"":""ニッチュー製ショットブラストマシン"",""amount_million_yen"":15.152,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_13,13,三井精機製コンプレッサー,unspecified,low,,,2,百万円,2.0,,false,3,,"{""label"":""三井精機製コンプレッサー"",""amount_million_yen"":2,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_investment_14,14,栗田工業製塗装ブース,unspecified,low,,,7.11,百万円,7.11,,false,3,,"{""label"":""栗田工業製塗装ブース"",""amount_million_yen"":7.11,""page"":3}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_164,4次,株式会社東豊精工,s2_outline_164_investment_1,1,新工場,project_or_location,medium,,,1916,百万円,1916.0,,false,2,,"{""label"":""新工場"",""amount_million_yen"":1916}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_164,4次,株式会社東豊精工,s2_outline_164_investment_2,2,製造・検査自動化設備,cost_category,medium,,,258.7,百万円,258.7,,false,2,,"{""label"":""製造・検査自動化設備"",""amount_million_yen"":258.7}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_164,4次,株式会社東豊精工,s2_outline_164_investment_3,3,倉庫移動設備,cost_category,medium,,,68,百万円,68.0,,false,2,,"{""label"":""倉庫移動設備"",""amount_million_yen"":68}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_164,4次,株式会社東豊精工,s2_outline_164_investment_4,4,3D CAD/CAM,unspecified,low,,,20.8,百万円,20.8,,false,2,,"{""label"":""3D CAD/CAM"",""amount_million_yen"":20.8}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_164,4次,株式会社東豊精工,s2_outline_164_investment_5,5,太陽光発電,unspecified,low,,,32.5,百万円,32.5,,false,2,,"{""label"":""太陽光発電"",""amount_million_yen"":32.5}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_165,4次,株式会社南鐵建,s2_outline_165_investment_1,1,新工場ライン,cost_category,medium,,,1548,百万円,1548.0,,false,2,,"{""label"":""新工場ライン"",""amount_million_yen"":1548}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_165.pdf
s2_outline_165,4次,株式会社南鐵建,s2_outline_165_investment_2,2,既存工場設備,cost_category,medium,,,395,百万円,395.0,,false,2,,"{""label"":""既存工場設備"",""amount_million_yen"":395}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_165.pdf
s2_outline_166,4次,株式会社新潟食品運輸,s2_outline_166_investment_1,1,建物・冷蔵倉庫,cost_category,medium,,,3177,百万円,3177.0,,false,2,,"{""label"":""建物・冷蔵倉庫"",""amount_million_yen"":3177}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_166.pdf
s2_outline_166,4次,株式会社新潟食品運輸,s2_outline_166_investment_2,2,機械装置,cost_category,medium,,,122,百万円,122.0,,false,2,,"{""label"":""機械装置"",""amount_million_yen"":122}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_166.pdf
s2_outline_166,4次,株式会社新潟食品運輸,s2_outline_166_investment_3,3,ソフトウェア,cost_category,medium,,,1,百万円,1.0,,false,2,,"{""label"":""ソフトウェア"",""amount_million_yen"":1}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_166.pdf
s2_outline_167,4次,株式会社カネヒロ,s2_outline_167_investment_1,1,建物,cost_category,medium,,,1562,百万円,1562.0,,false,2,,"{""label"":""建物"",""amount_million_yen"":1562}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_167.pdf
s2_outline_167,4次,株式会社カネヒロ,s2_outline_167_investment_2,2,機械装置,cost_category,medium,,,109,百万円,109.0,,false,2,,"{""label"":""機械装置"",""amount_million_yen"":109}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_167.pdf
s2_outline_167,4次,株式会社カネヒロ,s2_outline_167_investment_3,3,ソフトウェア,cost_category,medium,,,13,百万円,13.0,,false,2,,"{""label"":""ソフトウェア"",""amount_million_yen"":13}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_167.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_investment_1,1,明和工業配分,unspecified,low,,,1718,百万円,1718.0,555.0,true,2,,"{""label"":""明和工業配分"",""amount_million_yen"":1718,""subsidy_million_yen"":555}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_investment_2,2,ヨシカワ機械配分,cost_category,medium,,,477,百万円,477.0,157.0,true,2,,"{""label"":""ヨシカワ機械配分"",""amount_million_yen"":477,""subsidy_million_yen"":157}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_172,4次,株式会社環境整備産業,s2_outline_172_investment_1,1,施設建設,project_or_location,medium,,,760,百万円,760.0,,false,2,,"{""label"":""施設建設"",""amount_million_yen"":760}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_172,4次,株式会社環境整備産業,s2_outline_172_investment_2,2,廃棄物前処理設備,cost_category,medium,,,700,百万円,700.0,,false,2,,"{""label"":""廃棄物前処理設備"",""amount_million_yen"":700}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_172,4次,株式会社環境整備産業,s2_outline_172_investment_3,3,排水処理設備,cost_category,medium,,,180,百万円,180.0,,false,2,,"{""label"":""排水処理設備"",""amount_million_yen"":180}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_172,4次,株式会社環境整備産業,s2_outline_172_investment_4,4,有害汚泥処理設備,cost_category,medium,,,80,百万円,80.0,,false,2,,"{""label"":""有害汚泥処理設備"",""amount_million_yen"":80}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_172,4次,株式会社環境整備産業,s2_outline_172_investment_5,5,太陽光発電,unspecified,low,,,20,百万円,20.0,,false,2,,"{""label"":""太陽光発電"",""amount_million_yen"":20}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_175,4次,化成工業株式会社,s2_outline_175_investment_1,1,新建屋,cost_category,medium,,,1550,百万円,1550.0,517.0,false,2,,"{""label"":""新建屋"",""amount_million_yen"":1550,""subsidy_million_yen"":517}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_175,4次,化成工業株式会社,s2_outline_175_investment_2,2,大型成形機等,unspecified,low,,,160,百万円,160.0,53.0,false,2,,"{""label"":""大型成形機等"",""amount_million_yen"":160,""subsidy_million_yen"":53}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_175,4次,化成工業株式会社,s2_outline_175_investment_3,3,自動倉庫等,unspecified,low,,,375,百万円,375.0,125.0,false,2,,"{""label"":""自動倉庫等"",""amount_million_yen"":375,""subsidy_million_yen"":125}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_176,4次,北アルプス飲料株式会社,s2_outline_176_investment_1,1,充填機（SIG社製）,unspecified,low,,,3500,百万円,3500.0,,false,2,,"{""label"":""充填機（SIG社製）"",""amount_million_yen"":3500}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_176.pdf
s2_outline_176,4次,北アルプス飲料株式会社,s2_outline_176_investment_2,2,関連設備（包装・検査・保管）,cost_category,medium,,,3500,百万円,3500.0,,false,2,,"{""label"":""関連設備（包装・検査・保管）"",""amount_million_yen"":3500}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_176.pdf
s2_outline_176,4次,北アルプス飲料株式会社,s2_outline_176_investment_3,3,建屋建設,cost_category,medium,,,3500,百万円,3500.0,,false,2,,"{""label"":""建屋建設"",""amount_million_yen"":3500}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_176.pdf
s2_outline_176,4次,北アルプス飲料株式会社,s2_outline_176_investment_4,4,その他（インフラ・予備費）,cost_category,medium,,,1500,百万円,1500.0,,false,2,,"{""label"":""その他（インフラ・予備費）"",""amount_million_yen"":1500}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_176.pdf
s2_outline_178,4次,株式会社メタルテック,s2_outline_178_investment_1,1,大型トランスファプレス・ブランキングプレス,unspecified,low,,,3000,百万円,3000.0,,false,2,,"{""label"":""大型トランスファプレス・ブランキングプレス"",""amount_million_yen"":3000}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_178.pdf
s2_outline_179,4次,株式会社クラスコ,s2_outline_179_investment_1,1,本町1丁目GO HOTELプロジェクト,unspecified,low,,,,,,,false,2,,"{""label"":""本町1丁目GO HOTELプロジェクト""}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_179.pdf
s2_outline_179,4次,株式会社クラスコ,s2_outline_179_investment_2,2,本町2丁目GO HOTELプロジェクト,unspecified,low,,,,,,,false,2,,"{""label"":""本町2丁目GO HOTELプロジェクト""}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_179.pdf
s2_outline_183,4次,ナカシマヘルスフォース株式会社,s2_outline_183_investment_1,1,新工場総投資額（本文・税抜）,project_or_location,medium,,,8120,百万円,8120.0,,false,2,,"{""label"":""新工場総投資額（本文・税抜）"",""amount_million_yen"":8120}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_183.pdf
s2_outline_183,4次,ナカシマヘルスフォース株式会社,s2_outline_183_investment_2,2,機械加工設備（本文）,cost_category,medium,,,1050,百万円,1050.0,,false,2,,"{""label"":""機械加工設備（本文）"",""amount_million_yen"":1050}",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_183.pdf
