case_id,round,company,series_id,series_label,scope,entity_relation,is_primary,is_reported_primary,is_applicant_representative,series_role,representative_reason,baseline_period_label,baseline_year,baseline_month,baseline_year_before_correction,baseline_year_after_correction,baseline_month_before_correction,baseline_month_after_correction,baseline_year_correction_method,baseline_year_correction_confidence,baseline_period_type,baseline_year_status,baseline_sales_oku,target_period_label,target_year,target_month,target_year_before_correction,target_year_after_correction,target_month_before_correction,target_month_after_correction,target_year_correction_method,target_year_correction_confidence,target_period_type,target_year_status,target_sales_oku,increase_oku,growth_rate_pct,cagr_pct,stated_rate_pct,growth_rate_definition,rate_type,extraction_method,confidence,review_required,arithmetic_status,page,raw_fragment,pdf_url
s2_outline_144,4次,株式会社シー・エス・ケイ,s2_outline_144_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,109,30,,30,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高増加額109億円、売上高成長率30.0%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_144.pdf
s2_outline_145,4次,株式会社シャノワール,s2_outline_145_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年3月,2025,3,2025,2025,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,16.86,2031年3月,2031,3,2031,2031,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,50.91,34.05,301.9,,301.9,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,"売上1,686百万円→5,091百万円、増加3,405百万円、成長率301.9%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_145.pdf
s2_outline_146,4次,セーレンアドバンストマテリアルズ株式会社,s2_outline_146_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,46,,19,19,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高増加額46億円、年平均成長率19%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_146.pdf
s2_outline_147,4次,株式会社　進和,s2_outline_147_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,基準年度前年,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2031年8月,2031,8,2031,2031,8,8,existing_normalized_year,high,manual_label,existing_normalized_year,,335,10.3,,10.3,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2031年8月期までに売上高増加額335億円、成長率10.3%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_147.pdf
s2_outline_148,4次,丹羽鋳造株式会社,s2_outline_148_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年4月頃（5年前）,2025,4,2025,2025,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,81,2030年4月,2030,4,2030,2030,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,180,99,121.5,,121.5,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2030年4月に売上180億円、増加99億円、成長率121.5%（比率表記）,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_148.pdf
s2_outline_149,4次,株式会社サン海苔,s2_outline_149_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年9月,2025,9,2025,2025,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年9月,2030,9,2030,2030,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,31.39,,14,14,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,"2025年9月→2030年9月、売上高増加額3,139百万円、年平均成長率14.0%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_149.pdf
s2_outline_150,4次,株式会社玉子屋,s2_outline_150_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,82.12,155,,155,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2030年までに売上高増加額8,212百万円、成長率+155%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_150.pdf
s2_outline_151,3次,株式会社清水インダストリ－,s2_outline_151_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,14,2030年4月,2030,4,2030,2030,4,4,existing_normalized_year,high,manual_label,existing_normalized_year,37,23,159.5,,159.5,cumulative_increase,cumulative_increase,ai_visual_manual_audit,medium,true,整合,1,2030年4月に売上37億円、増加23億円、成長率159.5%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_151.pdf
s2_outline_152,4次,株式会社大熊製作所,s2_outline_152_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2027年度,2027,,2027,2027,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,80.94,298.1,,298.1,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2027年度→2030年度、売上高増加額8,094百万円、成長率298.1%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_152.pdf
s2_outline_153,4次,コモライフ株式会社,s2_outline_153_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,225.42,302.2,,302.2,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2030年対2023年、売上高増加額22,542百万円、成長率302.2%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_153.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_01,会社全体（2024→2030）,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,7,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,50,43,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,3,グラフ単位は億円。2024年7→2025年13→2026年25→2027年35→2028年40→2029年45→2030年50億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_154,4次,アルフレッド株式会社,s2_outline_154_sales_02,補助事業の2028年目標,補助事業,project,true,true,false,PDF主系列,,,,,,,,,missing,low,missing,記載なし,,2028年,2028,,2028,2028,,,existing_normalized_year,high,manual_label,existing_normalized_year,35,,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,4,新工場により2028年35億円の売上を達成,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_154.pdf
s2_outline_155,4次,信和化工株式会社,s2_outline_155_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,9.08,15,,15,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高増加額908百万円、成長率15%,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_155.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_01,会社全体（直近→最終）,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年（直近）,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,75,2030年（最終）,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,152,77,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,売上：2024年75億円、2027年（基準）91億円、2030年（最終）152億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_156,4次,上野ロジケム株式会社,s2_outline_156_sales_02,会社全体（基準→最終）,申請企業,applicant,true,true,false,PDF主系列,,2027年（基準）,2027,,2027,2027,,,existing_normalized_year,high,manual_label,existing_normalized_year,91,2030年（最終）,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,152,61,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,基準年度91億円→最終年度152億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_156.pdf
s2_outline_157,4次,株式会社ワイズマート,s2_outline_157_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2027年2月期,2027,2,2027,2027,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年2月期,2030,2,2030,2030,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,,259,13,,13,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2027年2月期比較。2030年2月期までに売上高成長率13%、売上高増加額259億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_157.pdf
s2_outline_158,4次,株式会社セントラルフード,s2_outline_158_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,基準年度前年,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,108.42,,,15,15,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,"2030年度の会社全体売上10,842百万円、CAGR15%。CAGRは基準年度前年～事業化3年目で算出",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_158.pdf
s2_outline_159,4次,株式会社　ファーストライン,s2_outline_159_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,基準年度,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,最終年度,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,10.6,18,,18,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"基準年度～最終年度：売上高増加額1,060百万円、売上高成長率18.0%（年率平均）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_159.pdf
s2_outline_160,4次,株式会社ダイドー,s2_outline_160_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2029年度,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,7.04,,,23.1,23.1,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2029年度の売上高目標704百万円、売上高成長率23.1%（CAGR）,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_160.pdf
s2_outline_161,4次,株式会社デイリーエッグ,s2_outline_161_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2029年度,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,290,101,7.4,,7.4,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2029年度に売上高290億円、売上増加額101億円、売上成長率7.4%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_161.pdf
s2_outline_162,4次,三恵株式会社,s2_outline_162_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2031年3月期,2031,3,2031,2031,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,120,,8.9,8.9,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2031年3月期までに売上高増加額120億円、年平均売上成長率8.9%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_162.pdf
s2_outline_163,4次,MHT株式会社,s2_outline_163_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年12月期,2024,12,2024,2024,12,12,existing_normalized_year,high,manual_label,existing_normalized_year,75,2030年12月期,2030,12,2030,2030,12,12,existing_normalized_year,high,manual_label,existing_normalized_year,150,75,100,,100,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2024年12月期75億円→2030年12月期150億円、増加75億円、売上高成長率100%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_163.pdf
s2_outline_164,4次,株式会社東豊精工,s2_outline_164_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,21.4,14.8,,14.8,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高増加額21.4億円、売上高成長率14.8%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_164.pdf
s2_outline_165,4次,株式会社南鐵建,s2_outline_165_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年9月期,2024,9,2024,2024,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2031年9月期,2031,9,2031,2031,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,206.51,106,,106,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2024年9月期から2031年9月期、売上高増加額206.51億円、売上高成長率106%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_165.pdf
s2_outline_166,4次,株式会社新潟食品運輸,s2_outline_166_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年3月期,2025,3,2025,2025,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2031年3月期,2031,3,2031,2031,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,240,99.1,,9.3,9.3,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2031年3月期売上240億円、増加99.1億円、25.3期→31.3期の売上高成長率9.3%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_166.pdf
s2_outline_167,4次,株式会社カネヒロ,s2_outline_167_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,52,,10.8,10.8,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2030年に売上高増加額52億円、年平均成長率10.8%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_167.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_sales_01,明和工業,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年3月期,2025,3,2025,2025,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年目標,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,247.5,168.4,,20.9,20.9,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,明和工業：2030年目標247.5億円、増加約168.4億円、CAGR20.9%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_168,4次,明和工業株式会社,s2_outline_168_sales_02,ヨシカワ機械,関連会社,affiliate,true,true,false,PDF主系列,,,,,,,,,missing,low,missing,記載なし,,2030年目標,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,39.4,35.6,,47.6,47.6,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,ヨシカワ機械：2030年目標39.4億円、増加35.6億円、CAGR47.6%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_168.pdf
s2_outline_170,4次,鈴木鉄工株式会社,s2_outline_170_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近決算,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2031年,2031,,2031,2031,,,existing_normalized_year,high,manual_label,existing_normalized_year,,152,,12.5,12.5,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,直近決算から2031年、売上高増加額152億円、年平均成長率12.5%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_170.pdf
s2_outline_171,4次,オギハラ食品株式会社,s2_outline_171_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,基準年度,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,31.43,49.4,,49.4,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"基準年度から2030年、売上高増加額3,143百万円、売上高成長率49.4%。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_171.pdf
s2_outline_172,4次,株式会社環境整備産業,s2_outline_172_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年9月期,2024,9,2024,2024,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年9月期,2030,9,2030,2030,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,22.8,,12,12,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2024年9月期から2030年9月期、売上高増加額22.8億円、年平均成長率12.0%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_172.pdf
s2_outline_173,3次,栄屋乳業株式会社,s2_outline_173_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近決算,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,129,2031年,2031,,2031,2031,,,existing_normalized_year,high,manual_label,existing_normalized_year,329,200,155,,155,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,直近決算129億円→2031年329億円、増加200億円、成長率+155%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_173.pdf
s2_outline_174,4次,ナカネ新建材株式会社,s2_outline_174_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近期末,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年10月期,2030,10,2030,2030,10,10,existing_normalized_year,high,manual_label,existing_normalized_year,171,106,163,,163,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,会社全体～2030年：売上高171億円、増加106億円、成長率163%（直近期末→30年10月期）。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_174.pdf
s2_outline_175,4次,化成工業株式会社,s2_outline_175_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年3月期,2025,3,2025,2025,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,58.6,2031年3月期,2031,3,2031,2031,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,114.7,56.1,,11.8,11.8,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,2025年3月期58.6億円→2031年3月期114.7億円、増加56.1億円、CAGR11.8%。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_175.pdf
s2_outline_176,4次,北アルプス飲料株式会社,s2_outline_176_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,63.82,480,,480,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2030年の会社全体売上成長目標：増加額6,382百万円、成長率480%。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_176.pdf
s2_outline_177,4次,八光エルアール株式会社,s2_outline_177_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年12月期,2030,12,2030,2030,12,12,existing_normalized_year,high,manual_label,existing_normalized_year,,127.09,7.9,,7.9,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"～2030年12月期、売上高成長率7.9%、売上高増加額12,709百万円。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_177.pdf
s2_outline_178,4次,株式会社メタルテック,s2_outline_178_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年頃,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,15.9,8.2,,8.2,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体～30年：売上高成長率8.2%、売上高増加額15.9億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_178.pdf
s2_outline_179,4次,株式会社クラスコ,s2_outline_179_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,最新決算期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,15.8,40.1,,40.1,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,"～2030年度、売上高増加額1,580百万円（最新決算期比較）、成長率40.1%（基準年度→2030年度）。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_179.pdf
s2_outline_180,4次,株式会社森田あられ,s2_outline_180_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年度,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,73.76,,9,9,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,"2024年度～2030年度、売上高増加額+7,376百万円、年平均売上成長率+9.0%。",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_180.pdf
s2_outline_181,4次,株式会社手原産業倉庫,s2_outline_181_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,36.31,9.01,,9.01,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2030年までに売上高増加額3,631百万円、売上高成長率9.01%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_181.pdf
s2_outline_182,4次,株式会社北十,s2_outline_182_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,基準年度,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,42,20.77,23.8,,23.8,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"基準年度～30年：売上高成長率23.8%、増加額2,077百万円。本文に売上高42億円目標、直近の2.45倍",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_182.pdf
s2_outline_183,4次,ナカシマヘルスフォース株式会社,s2_outline_183_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,85.98,,18.4,18.4,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,"2030年度までに売上高増加額8,598百万円、売上高成長率18.4%（CAGR）",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_183.pdf
s2_outline_184,4次,日電精密工業株式会社,s2_outline_184_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,24.9期,2024,9,,2024,,9,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,70.87,30.9期,2030,9,,2030,,9,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,131.08,60.21,,10.8,10.8,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,"24.9期7,087百万円→30.9期13,108百万円、増加6,021百万円、CAGR+10.8%、1.85倍",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_184.pdf
s2_outline_185,3次,三日月興業株式会社,s2_outline_185_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年3月,2025,3,2025,2025,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年3月,2030,3,2030,2030,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,11.7,179,,179,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2025/3～2030/3：売上高成長率+179%（2.79倍）、売上高増加額11.7億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_185.pdf
s2_outline_186,3次,株式会社PXP,s2_outline_186_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直前確定決算期,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,235,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高増加額235億円、売上高成長率333倍（％へ変換せず原文保持）,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_186.pdf
s2_outline_187,4次,石坂産業株式会社,s2_outline_187_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,直近決算,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,67.16,2030年度,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,152.52,85.36,12.4,,12.4,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,整合,1,"6,716百万円→15,252百万円、増加8,536百万円、売上高成長率12.4%",https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_187.pdf
s2_outline_188,3次,株式会社ユビタス,s2_outline_188_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,159,42,,42,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までに売上高成長率42%、売上高増加額159億円,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_188.pdf
